gene,pvals
CDIP1,0.157947674
GLG1,0.157947674
MIR22HG,0.157947674
NDEL1,0.157947674
ARHGAP27,0.157947674
SYNGR2,0.157947674
PVR,0.157947674
TRPM2,0.157947674
SNRPD3,0.157947674
TIMP1,0.157947674
MAGED2,0.157947674
TAF1,0.157947674
DDI2,0.164184082
TRAK2,0.164184082
STK11IP,0.164184082
DUSP28,0.164184082
TASOR,0.164184082
MFSD1,0.164184082
IGF2BP2,0.164184082
CENPC,0.164184082
SNRPC,0.164184082
BICRAL,0.164184082
RPA3,0.164184082
PDAP1,0.164184082
HMBOX1,0.164184082
CPNE3,0.164184082
FAM91A1,0.164184082
PRPF19,0.164184082
SNX15,0.164184082
VEZT,0.164184082
LCP1,0.164184082
SUGT1,0.164184082
DAD1,0.164184082
SUSD6,0.164184082
AKT1,0.164184082
CFAP20,0.164184082
MED31,0.164184082
UBB,0.164184082
CRLF3,0.164184082
KPNB1,0.164184082
PITPNC1,0.164184082
DMAC2,0.164184082
LILRA5,0.164184082
DDX17,0.164184082
UBE2A,0.164184082
LAMP2,0.164184082
NAA10,0.164184082
TARDBP,0.170598395
CAPZB,0.170598395
AHCYL1,0.170598395
MAN1A2,0.170598395
TTC7A,0.170598395
PFKFB4,0.170598395
GNL3,0.170598395
CSTA,0.170598395
PPID,0.170598395
ZNRD1,0.170598395
NUDT3,0.170598395
PHF14,0.170598395
FAM126A,0.170598395
DBNL,0.170598395
REEP3,0.170598395
TM9SF3,0.170598395
IFITM2,0.170598395
ARHGAP1,0.170598395
TMEM179B,0.170598395
RTN3,0.170598395
RSF1,0.170598395
PCSK7,0.170598395
LRMP,0.170598395
TMBIM6,0.170598395
GRASP,0.170598395
LEMD3,0.170598395
HCAR2,0.170598395
USP12,0.170598395
CHURC1,0.170598395
MARF1,0.170598395
PHKB,0.170598395
TENT4B,0.170598395
GGA3,0.170598395
USP14,0.170598395
BSG,0.170598395
DDA1,0.170598395
ECH1,0.170598395
PAF1,0.170598395
MBOAT7,0.170598395
RALGAPA2,0.170598395
POLR2F,0.170598395
TAB3,0.170598395
AIFM1,0.170598395
HNRNPR,0.17719271
NRAS,0.17719271
STX6,0.17719271
NPL,0.17719271
DUSP10,0.17719271
H3F3A,0.17719271
QPCT,0.17719271
SLC35F5,0.17719271
GYPC,0.17719271
C2orf69,0.17719271
WDFY1,0.17719271
KIAA0232,0.17719271
LAP3,0.17719271
STIM2,0.17719271
CCNG2,0.17719271
HNRNPD,0.17719271
AC008875.3,0.17719271
CGAS,0.17719271
SNX3,0.17719271
DLD,0.17719271
GIMAP8,0.17719271
ESYT2,0.17719271
ASPH,0.17719271
GRINA,0.17719271
TBC1D2,0.17719271
NCOA4,0.17719271
SAMD8,0.17719271
COMTD1,0.17719271
ATE1,0.17719271
TUBGCP2,0.17719271
RPS13,0.17719271
RCN1,0.17719271
CYB561A3,0.17719271
C2CD5,0.17719271
TBK1,0.17719271
TMTC2,0.17719271
SAP18,0.17719271
PARP4,0.17719271
DIS3,0.17719271
ZNF688,0.17719271
SPPL2B,0.17719271
FPR2,0.17719271
SNX5,0.17719271
RRP7A,0.17719271
AP1S2,0.17719271
EIF3I,0.183969093
LRRC8D,0.183969093
GON4L,0.183969093
RO60,0.183969093
EPRS,0.183969093
SPRTN,0.183969093
ACYP2,0.183969093
ZNF638,0.183969093
ANKRD44,0.183969093
HSPE1,0.183969093
BZW1,0.183969093
KLHL24,0.183969093
TAPT1,0.183969093
NDFIP1,0.183969093
TCERG1,0.183969093
FBXW11,0.183969093
DEK,0.183969093
BRD2,0.183969093
HINT3,0.183969093
PHF10,0.183969093
PDIA4,0.183969093
PTK2B,0.183969093
ZNF395,0.183969093
UTP23,0.183969093
OSTF1,0.183969093
SYK,0.183969093
ERP44,0.183969093
RABL6,0.183969093
CSGALNACT2,0.183969093
TNKS2,0.183969093
ATG13,0.183969093
KAT5,0.183969093
LLPH,0.183969093
ELF1,0.183969093
PCNX4,0.183969093
SGSM2,0.183969093
ARRB2,0.183969093
ACADVL,0.183969093
KAT7,0.183969093
NAT9,0.183969093
RAB31,0.183969093
TMEM259,0.183969093
FAM174C,0.183969093
NFKBIB,0.183969093
C5AR2,0.183969093
ACSS1,0.183969093
ABCB7,0.183969093
MT-CO2,0.183969093
SDF4,0.190929521
CTNNBIP1,0.190929521
DBI,0.190929521
LNPK,0.190929521
BHLHE40,0.190929521
SATB1,0.190929521
BBX,0.190929521
ARHGAP31,0.190929521
TRIM7,0.190929521
ZNF292,0.190929521
KATNA1,0.190929521
NSD3,0.190929521
AZIN1-AS1,0.190929521
SLA,0.190929521
NOTCH1,0.190929521
PTPRE,0.190929521
SLC36A4,0.190929521
CLEC2D,0.190929521
RNF41,0.190929521
NAP1L1,0.190929521
TPCN1,0.190929521
TRAPPC6B,0.190929521
RTN1,0.190929521
CCDC32,0.190929521
ZNF592,0.190929521
ITGAX,0.190929521
CKLF,0.190929521
PSMD7,0.190929521
ZBTB4,0.190929521
MOB3A,0.190929521
SAMD1,0.190929521
IGFLR1,0.190929521
TYROBP,0.190929521
CEACAM4,0.190929521
MRGBP,0.190929521
GTPBP1,0.190929521
ODF3B,0.190929521
CCL3L1,0.19449632
PFDN2,0.198075799
DEDD,0.198075799
B4GALT3,0.198075799
TP53I3,0.198075799
HSPD1,0.198075799
CASP10,0.198075799
IQSEC1,0.198075799
OXSR1,0.198075799
NEK4,0.198075799
PCNP,0.198075799
NFKBIZ,0.198075799
FAM193A,0.198075799
SERPINB1,0.198075799
CLIC1,0.198075799
RING1,0.198075799
SLC12A9,0.198075799
SARAF,0.198075799
LSM1,0.198075799
NDUFB8,0.198075799
SIGIRR,0.198075799
RNF141,0.198075799
KMT2A,0.198075799
RPS25,0.198075799
CLEC2B,0.198075799
PWP1,0.198075799
GLT1D1,0.198075799
COPS2,0.198075799
PPIB,0.198075799
DYNC1LI2,0.198075799
MNT,0.198075799
PIK3R5,0.198075799
SPECC1,0.198075799
MLX,0.198075799
CD300C,0.198075799
TPGS2,0.198075799
UQCRFS1,0.198075799
HCST,0.198075799
BBC3,0.198075799
NOP53,0.198075799
SNRPB,0.198075799
PRNP,0.198075799
PQBP1,0.198075799
WASF2,0.205409693
UTP11,0.205409693
SERBP1,0.205409693
UFC1,0.205409693
TOR3A,0.205409693
GALNT2,0.205409693
KIDINS220,0.205409693
SERTAD2,0.205409693
PRPF40A,0.205409693
STAT1,0.205409693
HDAC4,0.205409693
IP6K1,0.205409693
GOLGB1,0.205409693
LCORL,0.205409693
PF4,0.205409693
ACSL1,0.205409693
TDP2,0.205409693
LST1,0.205409693
SAMD9L,0.205409693
SMIM30,0.205409693
TPK1,0.205409693
EXT1,0.205409693
SLC35D2,0.205409693
RPS24,0.205409693
BTAF1,0.205409693
ADAM8,0.205409693
GANAB,0.205409693
INPPL1,0.205409693
SDHD,0.205409693
IRAK3,0.205409693
SPATA13,0.205409693
FOXO1,0.205409693
TPT1,0.205409693
LPAR6,0.205409693
TNFAIP2,0.205409693
EMC4,0.205409693
BLOC1S6,0.205409693
CHD2,0.205409693
KCTD5,0.205409693
POLR2C,0.205409693
C1QBP,0.205409693
TNFSF13,0.205409693
PSMB3,0.205409693
CWC25,0.205409693
MYL12A,0.205409693
ARID3A,0.205409693
MAP2K2,0.205409693
PDE4A,0.205409693
COX6B1,0.205409693
SIGLEC10,0.205409693
FKBP1A,0.205409693
DLGAP4,0.205409693
ZNF335,0.205409693
FAM210B,0.205409693
BACH1,0.205409693
TMEM50B,0.205409693
CXorf38,0.205409693
GNL3L,0.205409693
LYPLA2,0.212932853
LAPTM5,0.212932853
FHL3,0.212932853
AC118549.1,0.212932853
BCL10,0.212932853
ARNT,0.212932853
RIT1,0.212932853
PLEK,0.212932853
MOGS,0.212932853
KANSL3,0.212932853
PRKRA,0.212932853
TMEM43,0.212932853
XXYLT1,0.212932853
KLF3,0.212932853
HNRNPDL,0.212932853
AP3S1,0.212932853
C5orf56,0.212932853
STK10,0.212932853
FAM193B,0.212932853
PHYKPL,0.212932853
HLA-DRB5,0.212932853
HNRNPA2B1,0.212932853
AP1S1,0.212932853
GSTK1,0.212932853
GIMAP4,0.212932853
RPL7,0.212932853
EIF3H,0.212932853
RALGDS,0.212932853
PMPCA,0.212932853
IDI1,0.212932853
TAF3,0.212932853
CBX5,0.212932853
STAC3,0.212932853
EP400,0.212932853
MRPS31,0.212932853
CARS2,0.212932853
SLC25A29,0.212932853
TMEM87A,0.212932853
TCF12,0.212932853
ARHGAP17,0.212932853
CLN3,0.212932853
HEATR3,0.212932853
RABEP1,0.212932853
TP53,0.212932853
MRPL45,0.212932853
TMEM101,0.212932853
FTSJ3,0.212932853
MALT1,0.212932853
LSM7,0.212932853
GEMIN7,0.212932853
SEC23B,0.212932853
NORAD,0.212932853
PAXBP1,0.212932853
GRAMD4,0.212932853
MOSPD2,0.212932853
MAGT1,0.212932853
FUCA1,0.220646758
RNF220,0.220646758
DCAF8,0.220646758
GAS5,0.220646758
FH,0.220646758
B3GNT2,0.220646758
FAM136A,0.220646758
PTCD3,0.220646758
EIF5B,0.220646758
MARCO,0.220646758
EXOSC7,0.220646758
ST3GAL6,0.220646758
EIF4G1,0.220646758
OPA1,0.220646758
USO1,0.220646758
ARHGAP24,0.220646758
H2AFZ,0.220646758
PPA2,0.220646758
MRPS30,0.220646758
SRFBP1,0.220646758
C6orf47,0.220646758
PPIA,0.220646758
CYP51A1,0.220646758
EXOC4,0.220646758
LYN,0.220646758
ANXA1,0.220646758
NOL8,0.220646758
PPP6C,0.220646758
TMEM141,0.220646758
ACBD5,0.220646758
MAPK8,0.220646758
PSMD13,0.220646758
TSG101,0.220646758
UBE2L6,0.220646758
ZFP91,0.220646758
ANKRD13D,0.220646758
IKBIP,0.220646758
DENR,0.220646758
RNF31,0.220646758
FES,0.220646758
BCL7C,0.220646758
CIAPIN1,0.220646758
TMEM208,0.220646758
KSR1,0.220646758
STAT5B,0.220646758
HDAC5,0.220646758
KANSL1,0.220646758
TUBB6,0.220646758
BRD4,0.220646758
HNRNPL,0.220646758
SHKBP1,0.220646758
ETFB,0.220646758
SAMHD1,0.220646758
IRAK1,0.220646758
F8A1,0.220646758
KIF1B,0.228552822
FBXO6,0.228552822
AK2,0.228552822
AMPD2,0.228552822
SF3B4,0.228552822
ABL2,0.228552822
PTGS2,0.228552822
DEGS1,0.228552822
ROCK2,0.228552822
ARHGAP25,0.228552822
TSN,0.228552822
IWS1,0.228552822
SPCS1,0.228552822
MBNL1,0.228552822
LRCH3,0.228552822
NOA1,0.228552822
TAF9,0.228552822
AGGF1,0.228552822
RASA1,0.228552822
PPP2CA,0.228552822
TBCC,0.228552822
RRP36,0.228552822
ZNF451,0.228552822
MARCKS,0.228552822
SMPDL3A,0.228552822
GNA12,0.228552822
MTURN,0.228552822
MPLKIP,0.228552822
NIPSNAP2,0.228552822
MDFIC,0.228552822
SLC4A2,0.228552822
DECR1,0.228552822
GLI4,0.228552822
TOPORS,0.228552822
MRPL43,0.228552822
SLC22A18,0.228552822
ANAPC15,0.228552822
CREBL2,0.228552822
IRAK4,0.228552822
SCAF11,0.228552822
PPTC7,0.228552822
ERH,0.228552822
LINC01578,0.228552822
ZNF267,0.228552822
P2RX1,0.228552822
ATP6V0A1,0.228552822
UBTF,0.228552822
RNMT,0.228552822
UPF1,0.228552822
SERINC3,0.228552822
RAB22A,0.228552822
GAS2L1,0.228552822
CSNK1E,0.228552822
TBL1X,0.228552822
AGO1,0.236652344
CITED4,0.236652344
LAMTOR2,0.236652344
SNX17,0.236652344
STAMBP,0.236652344
AC096667.1,0.236652344
DHX30,0.236652344
HPF1,0.236652344
DCTD,0.236652344
TRAPPC11,0.236652344
FYB1,0.236652344
MSH3,0.236652344
FGL2,0.236652344
SYPL1,0.236652344
PPP2R2A,0.236652344
UBXN2B,0.236652344
NINJ1,0.236652344
ITGB1,0.236652344
ANXA11,0.236652344
PEX16,0.236652344
LAMTOR1,0.236652344
CTSC,0.236652344
PTS,0.236652344
TBRG1,0.236652344
LINC00937,0.236652344
CS,0.236652344
LRP10,0.236652344
DHRS4,0.236652344
GPR65,0.236652344
NIPA2,0.236652344
IVD,0.236652344
SCAPER,0.236652344
DCTN5,0.236652344
TMEM11,0.236652344
CLTC,0.236652344
TMC6,0.236652344
FARSA,0.236652344
FFAR2,0.236652344
CARD8-AS1,0.236652344
PRPF31,0.236652344
UFD1,0.236652344
NUP50,0.236652344
TSR2,0.236652344
DNASE1L1,0.236652344
PLOD1,0.24494643
LBR,0.24494643
ZNF124,0.24494643
MTRNR2L12,0.24494643
RAB7A,0.24494643
IL1RAP,0.24494643
COQ2,0.24494643
KLHL8,0.24494643
TET2,0.24494643
SNHG8,0.24494643
SCAMP1,0.24494643
IER3,0.24494643
REV3L,0.24494643
SYTL3,0.24494643
LIMK1,0.24494643
CUX1,0.24494643
ZNF746,0.24494643
ZNF706,0.24494643
TLN1,0.24494643
RXRA,0.24494643
ENTR1,0.24494643
LRMDA,0.24494643
IFIT2,0.24494643
GLRX3,0.24494643
TTC17,0.24494643
WDR74,0.24494643
SIDT2,0.24494643
SETD1B,0.24494643
MRPL52,0.24494643
CREBBP,0.24494643
LCMT1,0.24494643
KIF1C,0.24494643
TRPV2,0.24494643
CCL3,0.24494643
NSF,0.24494643
MAFG,0.24494643
WDR18,0.24494643
HOMER3,0.24494643
MAU2,0.24494643
MYADM,0.24494643
EPN1,0.24494643
BEX4,0.24494643
HPRT1,0.24494643
DKC1,0.24494643
H6PD,0.253436105
SPATA6,0.253436105
SCP2,0.253436105
GBP5,0.253436105
SARS,0.253436105
MRPL9,0.253436105
COX5B,0.253436105
CCNT2,0.253436105
METTL5,0.253436105
SUMO1,0.253436105
VGLL4,0.253436105
CRYBG3,0.253436105
ATR,0.253436105
HPS3,0.253436105
FRYL,0.253436105
UTP3,0.253436105
NDUFS4,0.253436105
SMIM15,0.253436105
FAM172A,0.253436105
LYRM4,0.253436105
TXNDC5,0.253436105
PPP1R11,0.253436105
TSPYL1,0.253436105
CCDC28A,0.253436105
RAC1,0.253436105
TMED4,0.253436105
SBDS,0.253436105
MKRN1,0.253436105
COPS5,0.253436105
STK3,0.253436105
GLIPR2,0.253436105
NEK6,0.253436105
BUB3,0.253436105
TPP1,0.253436105
TMEM258,0.253436105
NDUFC2,0.253436105
SNX19,0.253436105
TIGAR,0.253436105
TUBA1B,0.253436105
ZFC3H1,0.253436105
GIT2,0.253436105
COG3,0.253436105
TFDP1,0.253436105
GSTZ1,0.253436105
COA8,0.253436105
HEXA,0.253436105
METTL26,0.253436105
MRPS34,0.253436105
VKORC1,0.253436105
MRPL58,0.253436105
RFNG,0.253436105
SLC16A3,0.253436105
CDKN2D,0.253436105
CLASRP,0.253436105
PTGIR,0.253436105
TBC1D20,0.253436105
ITCH,0.253436105
SNHG17,0.253436105
ZMAT5,0.253436105
ZBED1,0.253436105
CDK16,0.253436105
OGT,0.253436105
ARMCX6,0.253436105
SZRD1,0.262122273
THEMIS2,0.262122273
TXLNA,0.262122273
EPS15,0.262122273
NFIA,0.262122273
MIER1,0.262122273
DR1,0.262122273
PSMD4,0.262122273
RAB1A,0.262122273
ARL4C,0.262122273
THUMPD3-AS1,0.262122273
SNRK,0.262122273
PBRM1,0.262122273
PPP4R2,0.262122273
COX17,0.262122273
H1FX,0.262122273
CEP63,0.262122273
SMC4,0.262122273
EIF2B5,0.262122273
TMEM175,0.262122273
RCHY1,0.262122273
OSTC,0.262122273
COMMD10,0.262122273
WDR55,0.262122273
CLK4,0.262122273
JARID2,0.262122273
MBOAT1,0.262122273
TAP2,0.262122273
SUN1,0.262122273
ADAP1,0.262122273
ZNF92,0.262122273
NCF1,0.262122273
CCDC71L,0.262122273
SMARCD3,0.262122273
SDCBP,0.262122273
EIF4EBP2,0.262122273
DDIT4,0.262122273
ZNF518A,0.262122273
PGAM1,0.262122273
LARP4,0.262122273
UHRF1BP1L,0.262122273
ORAI1,0.262122273
HMGB1,0.262122273
VPS36,0.262122273
ARHGEF7,0.262122273
RPL36AL,0.262122273
RPS15A,0.262122273
RBL2,0.262122273
BANP,0.262122273
DERL2,0.262122273
ARL16,0.262122273
CCDC57,0.262122273
FZR1,0.262122273
STXBP2,0.262122273
PRAM1,0.262122273
AKAP8L,0.262122273
SSBP4,0.262122273
ZNF146,0.262122273
STRN4,0.262122273
EMP3,0.262122273
LILRA2,0.262122273
TRIM28,0.262122273
PFDN4,0.262122273
APOBEC3A,0.262122273
PTP4A2,0.271005629
EFCAB14,0.271005629
LINC02785,0.271005629
C1orf162,0.271005629
AC239799.2,0.271005629
CD84,0.271005629
COQ8A,0.271005629
CCSAP,0.271005629
GPN1,0.271005629
CCT4,0.271005629
NAGK,0.271005629
SLC20A1,0.271005629
MZT2B,0.271005629
ARPC4,0.271005629
EAF1,0.271005629
CMTM7,0.271005629
TMA7,0.271005629
EIF4E3,0.271005629
KPNA4,0.271005629
TMEM165,0.271005629
ELF2,0.271005629
DDX60L,0.271005629
RPS23,0.271005629
ERAP2,0.271005629
APC,0.271005629
CSF1R,0.271005629
PAK1IP1,0.271005629
SF3B5,0.271005629
MIOS,0.271005629
GRHPR,0.271005629
KLF9,0.271005629
SEMA4D,0.271005629
BRD3,0.271005629
ZNF487,0.271005629
UBE2D1,0.271005629
RPP30,0.271005629
DENND10,0.271005629
PSMC3,0.271005629
ATG16L2,0.271005629
RPS26,0.271005629
TRIAP1,0.271005629
ERCC5,0.271005629
RNASE6,0.271005629
KATNBL1,0.271005629
CTSH,0.271005629
SLCO3A1,0.271005629
JMJD8,0.271005629
PAM16,0.271005629
TNRC6A,0.271005629
NLRP1,0.271005629
XAF1,0.271005629
PER1,0.271005629
SDF2,0.271005629
CDC27,0.271005629
PHB,0.271005629
SUPT4H1,0.271005629
SKA2,0.271005629
GALK1,0.271005629
SS18,0.271005629
CFD,0.271005629
CDC37,0.271005629
JAK3,0.271005629
AP2A1,0.271005629
NR1H2,0.271005629
RNF114,0.271005629
ATP6V1E1,0.271005629
RPGR,0.271005629
JPX,0.271005629
VBP1,0.271005629
MTFR1L,0.280086782
ZBTB8OS,0.280086782
PPIH,0.280086782
AC103591.3,0.280086782
DPM3,0.280086782
USF1,0.280086782
ALDH9A1,0.280086782
RNF181,0.280086782
RAB3GAP1,0.280086782
MRFAP1,0.280086782
SLAIN2,0.280086782
CAMLG,0.280086782
TRIM26,0.280086782
HCG18,0.280086782
TRERF1,0.280086782
STXBP5,0.280086782
SCAF8,0.280086782
IQCE,0.280086782
POR,0.280086782
REPIN1,0.280086782
PLPBP,0.280086782
ISCA1,0.280086782
PCBD1,0.280086782
VSIR,0.280086782
SHOC2,0.280086782
NSMCE4A,0.280086782
ZNF143,0.280086782
MARK2,0.280086782
MED21,0.280086782
KMT2D,0.280086782
MLEC,0.280086782
HCAR3,0.280086782
SUCLA2,0.280086782
SRSF5,0.280086782
IQGAP1,0.280086782
TM2D3,0.280086782
RPUSD1,0.280086782
THUMPD1,0.280086782
SLC7A6OS,0.280086782
METTL16,0.280086782
SAT2,0.280086782
TMUB2,0.280086782
ABCC3,0.280086782
EIF4A3,0.280086782
RAD23A,0.280086782
KDELR1,0.280086782
RPL13A,0.280086782
SMS,0.280086782
DYNLT3,0.280086782
WRAP73,0.289366206
SHC1,0.289366206
GLUL,0.289366206
CNST,0.289366206
NFU1,0.289366206
HNRNPA3,0.289366206
NABP1,0.289366206
GLB1,0.289366206
SACM1L,0.289366206
ZBTB11,0.289366206
POGLUT1,0.289366206
CCDC149,0.289366206
RELL1,0.289366206
LSM6,0.289366206
MRPL22,0.289366206
TBC1D9B,0.289366206
PHACTR1,0.289366206
CCM2,0.289366206
SEM1,0.289366206
C9orf16,0.289366206
SURF2,0.289366206
SFXN3,0.289366206
POLL,0.289366206
CELF1,0.289366206
AASDHPPT,0.289366206
CUL5,0.289366206
FXYD6,0.289366206
SLC15A4,0.289366206
ZFHX2-AS1,0.289366206
MAPK1IP1L,0.289366206
EVL,0.289366206
SQOR,0.289366206
GABPB1-AS1,0.289366206
AQP9,0.289366206
PSTPIP1,0.289366206
FURIN,0.289366206
CLCN7,0.289366206
SPNS1,0.289366206
DHX38,0.289366206
SCIMP,0.289366206
TMEM256,0.289366206
SREBF1,0.289366206
COA3,0.289366206
COIL,0.289366206
TMC8,0.289366206
CSNK1D,0.289366206
RIOK3,0.289366206
POU2F2,0.289366206
BAX,0.289366206
MAPRE1,0.289366206
AHCY,0.289366206
RUNX1,0.289366206
MED15,0.289366206
AP1B1,0.289366206
HDGF,0.298844147
YIPF4,0.298844147
RPS27A,0.298844147
MGAT4A,0.298844147
RETREG2,0.298844147
CUL3,0.298844147
STK25,0.298844147
ITPR1,0.298844147
CGGBP1,0.298844147
TBL1XR1,0.298844147
NCBP2AS2,0.298844147
GAR1,0.298844147
SLC30A5,0.298844147
UQCRQ,0.298844147
THG1L,0.298844147
RARS,0.298844147
ABHD16A,0.298844147
PNRC1,0.298844147
LYRM2,0.298844147
L3MBTL3,0.298844147
VNN2,0.298844147
CBX3,0.298844147
CDK13,0.298844147
EIF4H,0.298844147
CASP2,0.298844147
RHEB,0.298844147
UHRF2,0.298844147
UBAP2,0.298844147
FAM214B,0.298844147
IER5L,0.298844147
YME1L1,0.298844147
ZNF503,0.298844147
PRRG4,0.298844147
HSD17B12,0.298844147
PPP1CA,0.298844147
SORL1,0.298844147
SRPRA,0.298844147
TNFRSF1A,0.298844147
CCNT1,0.298844147
SLC16A7,0.298844147
CLIP1,0.298844147
THBS1,0.298844147
TRIM69,0.298844147
AAGAB,0.298844147
HAGH,0.298844147
NDUFB10,0.298844147
SEPHS2,0.298844147
EDC4,0.298844147
TMEM170A,0.298844147
CAMTA2,0.298844147
NMT1,0.298844147
TLK2,0.298844147
TXNL1,0.298844147
MFSD12,0.298844147
UBL5,0.298844147
CEBPG,0.298844147
SUPT5H,0.298844147
NUP62,0.298844147
GPCPD1,0.298844147
PARVB,0.298844147
MSL3,0.298844147
CHM,0.298844147
THOC2,0.298844147
INTS11,0.30852077
PRDM2,0.30852077
DNAJC8,0.30852077
PRDX1,0.30852077
GDAP2,0.30852077
FAM20B,0.30852077
UCHL5,0.30852077
DENND1B,0.30852077
EIF2D,0.30852077
1-Mar,0.30852077
TTC32,0.30852077
RHOB,0.30852077
USP39,0.30852077
KRCC1,0.30852077
PPIG,0.30852077
ACSL3,0.30852077
LRRFIP2,0.30852077
IP6K2,0.30852077
SLC33A1,0.30852077
RPL22L1,0.30852077
DCK,0.30852077
SEC24B,0.30852077
JADE1,0.30852077
ENC1,0.30852077
SMAD5,0.30852077
CENPW,0.30852077
ARID1B,0.30852077
LFNG,0.30852077
ARMC10,0.30852077
HIPK2,0.30852077
ASH2L,0.30852077
FAM120A,0.30852077
PHPT1,0.30852077
SHTN1,0.30852077
PPP2R2D,0.30852077
FAR1,0.30852077
MS4A6A,0.30852077
PPP1R14B,0.30852077
ATP5MG,0.30852077
ERC1,0.30852077
FGD4,0.30852077
SARNP,0.30852077
CHD8,0.30852077
SRP54,0.30852077
MED6,0.30852077
FOXN3,0.30852077
ATP5MPL,0.30852077
CTDSPL2,0.30852077
DPP8,0.30852077
SULT1A1,0.30852077
EMC8,0.30852077
EVI2B,0.30852077
DYNLL2,0.30852077
MAP3K3,0.30852077
ADNP2,0.30852077
RETN,0.30852077
DNMT1,0.30852077
TOMM40,0.30852077
ZNF787,0.30852077
SLC23A2,0.30852077
ACOT8,0.30852077
RTF2,0.30852077
MX2,0.30852077
SH3KBP1,0.30852077
MTHFR,0.31839608
SYTL1,0.31839608
BTF3L4,0.31839608
OMA1,0.31839608
ADAM15,0.31839608
CD244,0.31839608
KDM5B,0.31839608
ATRAID,0.31839608
CLK1,0.31839608
AC083799.1,0.31839608
SLC9A9,0.31839608
PDCD10,0.31839608
KLHL5,0.31839608
TMEM192,0.31839608
ING2,0.31839608
CD74,0.31839608
IBTK,0.31839608
CRYBG1,0.31839608
CCDC170,0.31839608
SDHAF3,0.31839608
LAMTOR4,0.31839608
UBE2W,0.31839608
SETX,0.31839608
KIN,0.31839608
MSRB2,0.31839608
R3HCC1L,0.31839608
MGMT,0.31839608
ECHS1,0.31839608
PRCP,0.31839608
AC025159.1,0.31839608
SLC25A3,0.31839608
KCTD12,0.31839608
GMPR2,0.31839608
DMAC2L,0.31839608
GNG2,0.31839608
SEL1L,0.31839608
NSMCE3,0.31839608
VPS39,0.31839608
ZNF609,0.31839608
RPLP1,0.31839608
AC015871.7,0.31839608
ELOB,0.31839608
CTDNEP1,0.31839608
EIF5A,0.31839608
WSB1,0.31839608
NDUFV2,0.31839608
TXNL4A,0.31839608
NFIC,0.31839608
SLC35E1,0.31839608
MRPS26,0.31839608
DESI1,0.31839608
NDUFA6,0.31839608
PSMB2,0.328469858
C1orf50,0.328469858
KYAT3,0.328469858
CERS2,0.328469858
ASH1L,0.328469858
MPZL1,0.328469858
TPR,0.328469858
SNRPE,0.328469858
WDR26,0.328469858
REL,0.328469858
SLC40A1,0.328469858
CSRNP1,0.328469858
GFM1,0.328469858
RBM47,0.328469858
REST,0.328469858
GOLPH3,0.328469858
MTMR12,0.328469858
NAIP,0.328469858
DDX41,0.328469858
TMED9,0.328469858
PRPF4B,0.328469858
GARS-DT,0.328469858
RFC2,0.328469858
TES,0.328469858
UBN2,0.328469858
RBM33,0.328469858
RPS20,0.328469858
NDRG1,0.328469858
MAF1,0.328469858
MFSD14C,0.328469858
FPGS,0.328469858
FAM107B,0.328469858
NFKB2,0.328469858
C11orf58,0.328469858
PCNX3,0.328469858
KCNE3,0.328469858
ATP2B1-AS1,0.328469858
ATXN2,0.328469858
P2RX7,0.328469858
CHFR,0.328469858
RNASEH2B,0.328469858
CDIPT,0.328469858
ORAI3,0.328469858
WWP2,0.328469858
SSH2,0.328469858
CDK5RAP3,0.328469858
NPLOC4,0.328469858
CD93,0.328469858
NCOA6,0.328469858
LSM14B,0.328469858
TOM1,0.328469858
CXorf21,0.328469858
ATRX,0.328469858
C1GALT1C1,0.328469858
ATP6AP1,0.328469858
SNHG3,0.338741785
EVA1B,0.338741785
IFI44L,0.338741785
ADAMTSL4-AS1,0.338741785
UBAP2L,0.338741785
OST4,0.338741785
CDC42EP3,0.338741785
IL1B,0.338741785
CREB1,0.338741785
GPR35,0.338741785
RBSN,0.338741785
CCR2,0.338741785
QARS,0.338741785
RAB28,0.338741785
OCIAD1,0.338741785
ANKRD17,0.338741785
TAP1,0.338741785
EEF1A1,0.338741785
MAN1A1,0.338741785
GIGYF1,0.338741785
RAB14,0.338741785
8-Mar,0.338741785
EDRF1,0.338741785
AL133330.1,0.338741785
AAMDC,0.338741785
TAF1D,0.338741785
RDX,0.338741785
ING4,0.338741785
NECAP1,0.338741785
DUSP6,0.338741785
TRAFD1,0.338741785
RAN,0.338741785
C14orf119,0.338741785
GPATCH2L,0.338741785
ITPK1,0.338741785
TRAF3,0.338741785
BAG5,0.338741785
INO80,0.338741785
ARID3B,0.338741785
BCKDK,0.338741785
NUDT21,0.338741785
RPL23A,0.338741785
AC091271.1,0.338741785
MFSD11,0.338741785
DYM,0.338741785
SF3A2,0.338741785
TIMM13,0.338741785
CLPP,0.338741785
ICAM3,0.338741785
OCEL1,0.338741785
CLPTM1,0.338741785
VASP,0.338741785
MED25,0.338741785
PNKP,0.338741785
VSTM1,0.338741785
IL10RB,0.338741785
ARFGAP3,0.338741785
TSPO,0.338741785
FAM3A,0.338741785
PADI2,0.34921138
LEPROT,0.34921138
CCDC18-AS1,0.34921138
CHTOP,0.34921138
ADAR,0.34921138
TOR1AIP1,0.34921138
ARID4B,0.34921138
SUPT7L,0.34921138
PPP4R3B,0.34921138
COA5,0.34921138
ARL6IP6,0.34921138
DNAJC10,0.34921138
